,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Browser,Device/OS,Year,Month,Day,Hour,Minute,Second,DayOfWeek
21065,2022-03-20 11:25:03,137.246.246.33,79.108.183.178,58164,61387,TCP,1484,Data,DNS,Esse placeat blanditiis debitis sit laboriosam veritatis explicabo. Inventore exercitationem vero molestiae. Unde molestiae magni officiis ad.,No Detection,88.05,no,DDoS,Known Pattern B,Ignored,Medium,Saksham Dada,Segment B,"Bhubaneswar, Punjab",No proxy,Log Data,Alert Data,Server,Opera,Windows,2022,3,20,11,25,3,6
21066,2021-01-01 20:05:29,161.105.188.158,101.121.58.236,8361,35632,UDP,795,Control,DNS,Laudantium eligendi at dignissimos. Tempora nostrum rerum doloribus.,No Detection,51.26,no,DDoS,Known Pattern A,Blocked,Low,Tejas Sachdev,Segment A,"Kota, Maharashtra",117.17.130.180,No Data,Alert Data,Server,Mozilla,Windows,2021,1,1,20,5,29,4
21067,2023-07-07 05:01:05,52.240.6.197,37.94.227.78,63053,44291,UDP,935,Data,HTTP,"Consequuntur cupiditate accusantium. Facilis ullam a magni.
Deserunt doloremque est. Cum temporibus eveniet earum officiis.
Sit quae dolore repellendus dolore. Assumenda inventore vero.",No Detection,73.91,no,Malware,Known Pattern A,Blocked,Low,Baiju Viswanathan,Segment B,"Nashik, Himachal Pradesh",139.9.40.11,Log Data,Alert Data,Server,Mozilla,iPad,2023,7,7,5,1,5,4
21068,2023-09-24 20:47:45,27.212.28.82,218.121.36.199,10019,55331,TCP,344,Control,FTP,Perferendis exercitationem quia earum praesentium. Perferendis fugiat suscipit reprehenderit saepe. Perspiciatis corrupti eligendi velit vero magni.,IoC Detected,59.02,no,Malware,Known Pattern B,Blocked,High,Zain Mahajan,Segment B,"Shivpuri, Punjab",No proxy,No Data,No Data,Server,Mozilla,Macintosh,2023,9,24,20,47,45,6
21069,2022-12-11 15:02:40,185.192.106.136,216.164.16.99,18273,14310,UDP,1007,Control,HTTP,"Error voluptas labore aliquam quos pariatur corrupti rerum. Eaque quasi ducimus illo nobis repellat. Officia eligendi quos eos unde maiores.
Placeat possimus accusamus. Culpa atque totam aliquid.",No Detection,45.43,yes,Malware,Known Pattern A,Ignored,Low,Mannat Hegde,Segment C,"Bangalore, Gujarat",31.115.116.125,No Data,No Data,Server,Opera,Windows,2022,12,11,15,2,40,6
21070,2020-04-03 10:24:38,193.36.226.175,188.40.41.21,55790,11742,ICMP,303,Control,HTTP,Soluta perferendis voluptas enim sed saepe. Modi nesciunt architecto quibusdam tempora est. Optio repellendus maxime assumenda exercitationem. Unde quaerat blanditiis facere ipsam atque quos.,No Detection,16.13,no,DDoS,Known Pattern A,Ignored,High,Taran Bora,Segment A,"Hubli–Dharwad, Uttarakhand",118.193.199.57,No Data,Alert Data,Firewall,Mozilla,Macintosh,2020,4,3,10,24,38,4
21071,2023-09-30 14:10:35,204.29.168.166,219.151.194.176,15552,36743,ICMP,820,Data,FTP,Distinctio distinctio libero sed tempore illo saepe. Placeat explicabo doloremque maxime magni ad corrupti maxime. Nulla occaecati atque.,IoC Detected,86.41,no,Malware,Known Pattern A,Logged,Medium,Shalv Acharya,Segment C,"Vellore, Goa",143.10.100.15,Log Data,No Data,Firewall,Mozilla,Windows,2023,9,30,14,10,35,5
21072,2023-06-28 03:32:05,216.101.179.221,134.48.149.146,21155,2727,ICMP,695,Data,DNS,"Magnam esse dolorem dolor. Accusantium libero labore eveniet.
Distinctio accusamus animi ut id incidunt earum earum. Libero minima enim alias.",IoC Detected,56.92,yes,DDoS,Known Pattern B,Ignored,High,Divij Setty,Segment B,"Rourkela, Madhya Pradesh",132.48.154.101,Log Data,No Data,Firewall,Opera,Linux,2023,6,28,3,32,5,2
21073,2022-04-19 22:29:01,179.68.168.37,203.166.98.70,29971,11568,ICMP,683,Control,FTP,Dolorem optio accusantium nam saepe culpa. Esse fugiat mollitia tenetur perferendis ratione. Ea dolor quam voluptates rerum.,No Detection,34.69,no,DDoS,Known Pattern A,Logged,Medium,Sahil Dara,Segment A,"Thane, Kerala",132.116.155.47,No Data,No Data,Server,Mozilla,Windows,2022,4,19,22,29,1,1
21074,2023-02-19 23:54:40,51.142.233.77,186.80.38.74,34896,12469,ICMP,331,Data,DNS,"Repellendus unde voluptatum neque veniam. Id tempora cum dolores placeat ipsum.
Illum minima corporis placeat quam laudantium sed. Voluptas voluptates amet dolor optio corrupti. Nisi dicta magnam.",IoC Detected,56.06,yes,Intrusion,Known Pattern B,Blocked,Medium,Manjari Shroff,Segment A,"Munger, Odisha",92.5.242.247,No Data,No Data,Firewall,Mozilla,iPad,2023,2,19,23,54,40,6
21075,2022-04-18 14:42:51,173.132.136.109,67.91.240.48,29681,46930,ICMP,1304,Control,FTP,"Voluptate dignissimos quibusdam architecto at illum deleniti. Perferendis nam ut natus nobis.
Cupiditate amet quasi.
Eum perspiciatis repellat. Optio similique reprehenderit.",IoC Detected,1.24,yes,Malware,Known Pattern B,Logged,Low,Drishya Khanna,Segment B,"Madhyamgram, Chhattisgarh",No proxy,Log Data,Alert Data,Server,Mozilla,Windows,2022,4,18,14,42,51,0
21076,2022-10-05 12:48:48,87.10.74.177,119.138.246.61,16526,50182,UDP,643,Control,DNS,"Velit culpa hic enim.
Laboriosam nam incidunt reprehenderit. Magnam fuga animi dolore. A voluptates quam et perferendis officiis accusamus.",No Detection,65.53,yes,Malware,Known Pattern A,Ignored,Medium,Hansh Banik,Segment A,"Raiganj, Telangana",No proxy,No Data,Alert Data,Server,Mozilla,Linux,2022,10,5,12,48,48,2
21077,2020-06-21 20:24:05,41.151.229.216,108.70.161.90,46112,3955,UDP,449,Data,DNS,Ex culpa iure delectus dolore dolorem. Repudiandae natus temporibus error recusandae mollitia quos cumque. Necessitatibus doloremque maiores animi rem veniam dicta.,No Detection,5.47,yes,DDoS,Known Pattern B,Logged,Low,Anika Kashyap,Segment A,"Kozhikode, Himachal Pradesh",No proxy,Log Data,Alert Data,Firewall,Mozilla,Windows,2020,6,21,20,24,5,6
21078,2022-01-17 08:59:30,109.141.139.19,216.6.239.87,1576,4658,TCP,1003,Control,HTTP,Commodi earum ratione fuga perspiciatis. Magni esse quasi provident officia voluptas inventore. Explicabo saepe rerum illo. Recusandae eum ad molestiae sit aut.,No Detection,86.32,no,DDoS,Known Pattern A,Ignored,Low,Dhanush Chandra,Segment B,"Tinsukia, Nagaland",No proxy,Log Data,No Data,Server,Mozilla,Windows,2022,1,17,8,59,30,0
21079,2023-03-19 16:56:22,164.196.152.16,208.147.109.159,43633,27777,ICMP,399,Control,DNS,"Vitae dolorum adipisci labore ipsum vero aut. Ab magni sequi vel sed et. Tempora suscipit quaerat totam aut alias.
Est delectus numquam inventore. Velit nihil ipsum quas.",No Detection,19.69,yes,DDoS,Known Pattern B,Blocked,Low,Nitara Babu,Segment A,"Arrah, Jharkhand",No proxy,No Data,No Data,Server,Mozilla,Windows,2023,3,19,16,56,22,6
21080,2021-07-17 00:48:07,175.55.61.165,194.158.94.250,64218,19074,TCP,1117,Control,HTTP,"Maxime quam debitis animi eos repudiandae. Error labore facilis deleniti sequi.
Fugiat dolore id maiores quo ipsam laborum omnis. Harum voluptatem minus praesentium.",IoC Detected,88.14,no,Malware,Known Pattern A,Blocked,Low,Mehul Choudhry,Segment B,"Arrah, Maharashtra",130.244.148.31,Log Data,Alert Data,Firewall,Mozilla,iPad,2021,7,17,0,48,7,5
21081,2021-07-17 16:29:41,160.245.210.97,69.107.58.126,38743,2328,TCP,724,Data,FTP,"Ex quae magnam laudantium aut voluptate alias. Deleniti in quidem voluptatem.
Earum perspiciatis eius hic itaque. Repellendus enim temporibus provident.",No Detection,28.47,yes,DDoS,Known Pattern B,Logged,Medium,Divij Cheema,Segment C,"Jaunpur, Karnataka",97.137.143.209,Log Data,No Data,Server,Opera,Linux,2021,7,17,16,29,41,5
21082,2021-06-11 13:15:18,115.253.253.155,59.236.3.176,51362,44558,ICMP,79,Control,HTTP,"Totam molestiae ut temporibus ipsam. Perspiciatis laudantium neque voluptas adipisci explicabo magni at.
Iusto quibusdam excepturi praesentium. Sequi necessitatibus est enim.",No Detection,16.81,yes,Intrusion,Known Pattern B,Blocked,Medium,Prisha Hari,Segment C,"Mirzapur, Kerala",No proxy,No Data,Alert Data,Server,Mozilla,Macintosh,2021,6,11,13,15,18,4
21083,2020-02-28 12:02:34,3.19.102.1,179.19.35.36,45811,5002,UDP,734,Data,DNS,Facilis iste aut perferendis error doloribus. Corporis sed fugiat delectus fuga enim expedita. Exercitationem illo possimus et sint nulla hic.,IoC Detected,98.08,yes,DDoS,Known Pattern B,Ignored,Low,Mishti Chokshi,Segment C,"Adoni, Nagaland",206.172.167.219,No Data,No Data,Firewall,Mozilla,Windows,2020,2,28,12,2,34,4
21084,2021-08-03 17:45:19,60.163.213.213,14.74.68.103,44037,39113,TCP,1403,Control,FTP,Cum iusto voluptatem placeat voluptatibus hic. Inventore ratione iste ratione facilis.,IoC Detected,41.64,no,Malware,Known Pattern B,Logged,High,Jivin Gulati,Segment B,"Rourkela, Nagaland",25.219.64.231,Log Data,Alert Data,Firewall,Mozilla,Linux,2021,8,3,17,45,19,1
21085,2021-10-14 21:50:45,200.227.101.72,98.246.151.233,22318,38871,ICMP,578,Data,DNS,Dolor consequuntur voluptas omnis atque inventore veniam. Quis neque veritatis explicabo dolores neque ea hic.,IoC Detected,47.55,yes,DDoS,Known Pattern B,Logged,Medium,Kabir Gokhale,Segment C,"Siwan, Kerala",21.194.214.125,No Data,Alert Data,Server,Mozilla,Windows,2021,10,14,21,50,45,3
21086,2020-11-29 03:35:17,27.68.126.21,173.151.131.31,15412,54218,UDP,405,Control,HTTP,"Aperiam ratione natus blanditiis sint error maiores. Facilis ipsam totam tempore cum recusandae aut.
Occaecati natus saepe incidunt. Vel architecto occaecati a.",IoC Detected,48.43,no,Malware,Known Pattern B,Ignored,Medium,Riaan Dutta,Segment A,"Noida, Bihar",No proxy,Log Data,No Data,Firewall,Mozilla,Windows,2020,11,29,3,35,17,6
21087,2022-11-15 11:20:24,22.13.118.255,82.114.54.44,42816,53692,TCP,1330,Data,FTP,Quam non accusamus eos modi. Est ullam nostrum eius dignissimos aperiam dicta aut. Quos occaecati maiores nulla dolor soluta. Eaque ad voluptatum reiciendis maxime.,No Detection,22.56,yes,DDoS,Known Pattern A,Ignored,High,Dhanush Sarraf,Segment B,"Sultan Pur Majra, Meghalaya",64.124.29.146,No Data,No Data,Firewall,Mozilla,Macintosh,2022,11,15,11,20,24,1
21088,2021-07-20 11:08:37,157.52.232.111,158.185.69.251,16498,11723,ICMP,1455,Data,FTP,Totam quae minus. Consequatur cum deleniti temporibus ducimus magnam eum. Qui id fuga necessitatibus cum nostrum cumque.,IoC Detected,61.75,yes,DDoS,Known Pattern B,Ignored,Medium,Seher Hari,Segment C,"Kulti, Haryana",No proxy,Log Data,No Data,Firewall,Opera,Linux,2021,7,20,11,8,37,1
21089,2020-08-05 05:38:36,50.14.46.245,175.62.71.229,14457,18721,UDP,842,Data,DNS,"Laudantium repellendus quaerat voluptates debitis. Distinctio a voluptates nisi est ipsum minus. Sapiente impedit excepturi minima ea hic enim dolores.
Sunt voluptates reiciendis adipisci.",No Detection,47.44,yes,DDoS,Known Pattern A,Blocked,Low,Vaibhav Yogi,Segment A,"Burhanpur, Haryana",96.156.210.18,No Data,No Data,Server,Mozilla,Windows,2020,8,5,5,38,36,2
21090,2023-09-13 10:56:19,164.148.135.22,157.115.101.246,61295,20260,UDP,1177,Data,FTP,"Nam corrupti fugit enim et.
Pariatur unde et iure. Praesentium perferendis harum maiores.",No Detection,71.63,yes,Malware,Known Pattern A,Blocked,Medium,Nakul Vaidya,Segment A,"Sangli-Miraj & Kupwad, Telangana",182.180.93.245,Log Data,Alert Data,Firewall,Mozilla,Macintosh,2023,9,13,10,56,19,2
21091,2022-06-16 06:42:59,104.1.151.3,188.217.37.104,11407,54203,TCP,934,Control,FTP,Sequi autem similique. Asperiores vero odio laudantium fuga velit non.,IoC Detected,29.51,no,Intrusion,Known Pattern A,Ignored,High,Aniruddh Baral,Segment C,"Tiruchirappalli, Tripura",No proxy,No Data,No Data,Server,Mozilla,Windows,2022,6,16,6,42,59,3
21092,2020-07-15 09:57:56,33.172.250.105,79.102.126.139,49529,2283,TCP,1151,Control,FTP,"Cupiditate quae nihil quae. Quisquam laudantium perferendis maxime aut.
Voluptas consequuntur provident voluptate vel commodi. Fugiat earum dolorum distinctio.",No Detection,38.42,no,Intrusion,Known Pattern A,Logged,High,Armaan Kamdar,Segment C,"Kozhikode, Andhra Pradesh",No proxy,Log Data,Alert Data,Server,Mozilla,Windows,2020,7,15,9,57,56,2
21093,2022-08-30 09:23:13,64.130.87.156,107.161.177.104,33387,28913,ICMP,444,Data,DNS,"Incidunt sunt excepturi veritatis vel. Iusto voluptatem blanditiis nihil quidem harum earum officia.
Nam a minima accusantium sint ex rerum consequuntur. Labore possimus a rem facilis.",No Detection,70.18,no,Intrusion,Known Pattern A,Ignored,Medium,Arhaan Chada,Segment B,"Surendranagar Dudhrej, Karnataka",84.104.114.145,No Data,Alert Data,Server,Mozilla,Linux,2022,8,30,9,23,13,1
21094,2022-11-30 16:54:13,180.153.12.6,38.199.208.166,34455,31563,TCP,1355,Data,FTP,Numquam neque rerum qui. Sapiente delectus vero iure qui minus. Doloremque est quidem iste saepe harum.,No Detection,96.05,no,Intrusion,Known Pattern A,Blocked,Low,Kaira Dasgupta,Segment A,"Ajmer, Gujarat",56.228.224.182,No Data,Alert Data,Server,Mozilla,Macintosh,2022,11,30,16,54,13,2
21095,2023-01-03 08:37:20,169.99.103.220,75.214.206.60,10150,8388,TCP,922,Data,HTTP,Hic quis iure asperiores nemo ipsum odio repellendus. Earum aliquid maiores.,No Detection,55.65,no,Intrusion,Known Pattern A,Logged,Medium,Hansh Chaudhari,Segment C,"Ludhiana, Jharkhand",222.83.94.0,Log Data,Alert Data,Firewall,Opera,Windows,2023,1,3,8,37,20,1
21096,2023-01-12 12:41:51,210.29.195.171,139.123.171.9,62580,43409,ICMP,1492,Data,FTP,Earum aperiam nihil optio. Dolorem dicta odit magni cupiditate.,IoC Detected,11.5,no,Malware,Known Pattern B,Logged,Low,Emir Lanka,Segment B,"Siwan, Karnataka",222.247.29.30,No Data,No Data,Server,Mozilla,Android,2023,1,12,12,41,51,3
21097,2022-07-31 06:00:19,89.224.72.212,196.130.42.161,45874,56221,TCP,890,Control,DNS,"Beatae eos ullam omnis fuga officia voluptatibus. Nisi sequi dignissimos magni repudiandae voluptates.
Pariatur perspiciatis in quod veniam minus distinctio.",IoC Detected,76.96,no,Intrusion,Known Pattern A,Logged,Low,Shaan Bawa,Segment B,"Coimbatore, Uttarakhand",198.177.46.194,Log Data,No Data,Server,Mozilla,Macintosh,2022,7,31,6,0,19,6
21098,2022-12-13 02:06:36,156.43.175.170,214.26.62.76,60360,58779,UDP,1191,Control,FTP,Nostrum error quo tenetur voluptates. In architecto quasi voluptatibus ad cumque. Molestiae officiis deleniti modi accusamus.,No Detection,17.59,no,Intrusion,Known Pattern A,Ignored,High,Jivin Kibe,Segment A,"Chinsurah, Andhra Pradesh",218.66.210.215,No Data,No Data,Server,Mozilla,iPad,2022,12,13,2,6,36,1
21099,2023-02-17 00:25:58,91.222.101.198,131.2.35.255,10921,50267,ICMP,1097,Control,FTP,Debitis sapiente excepturi occaecati. Tempora expedita aliquam similique tempore aspernatur quasi. Eveniet illo illum maiores voluptatem enim nam.,No Detection,91.51,no,Intrusion,Known Pattern A,Blocked,High,Nirvaan Khosla,Segment A,"Latur, West Bengal",65.146.18.201,No Data,Alert Data,Firewall,Opera,Linux,2023,2,17,0,25,58,4
21100,2020-09-26 19:10:57,116.144.183.216,26.158.245.79,59124,7986,TCP,1025,Control,FTP,Debitis nostrum quibusdam blanditiis velit. Sequi excepturi blanditiis. Cumque non labore id.,IoC Detected,21.67,no,Intrusion,Known Pattern B,Logged,Medium,Yuvaan Suresh,Segment B,"Bettiah, Telangana",No proxy,No Data,Alert Data,Firewall,Opera,Linux,2020,9,26,19,10,57,5
21101,2022-08-10 13:57:28,147.157.3.48,183.58.249.2,47439,28880,TCP,200,Control,DNS,Eum repellendus et repellat culpa. Repellat quos ullam est possimus occaecati ab minima.,No Detection,12.73,no,Intrusion,Known Pattern B,Logged,High,Hiran Sethi,Segment C,"Lucknow, Haryana",121.225.226.4,No Data,Alert Data,Firewall,Mozilla,Macintosh,2022,8,10,13,57,28,2
21102,2022-05-24 14:06:54,72.65.131.157,120.22.236.128,42577,32195,UDP,746,Control,HTTP,"Autem quaerat optio nam recusandae aliquid odit. Eum nam eos dolore doloribus sapiente rem.
Illo non cumque recusandae neque. Et accusantium hic.",No Detection,68.13,no,Intrusion,Known Pattern B,Blocked,Medium,Shamik Balasubramanian,Segment A,"Shahjahanpur, Gujarat",153.200.209.210,No Data,No Data,Server,Mozilla,Linux,2022,5,24,14,6,54,1
21103,2021-10-19 18:40:06,59.7.43.48,59.128.46.202,62150,20482,TCP,1437,Control,FTP,"Vitae molestiae harum nulla voluptas iure. Eos vel amet cum nihil perspiciatis animi.
Aperiam excepturi dolore. Earum quaerat dolor eum fuga occaecati possimus.",No Detection,87.26,no,Intrusion,Known Pattern A,Blocked,Low,Ojas Ray,Segment B,"Mangalore, Chhattisgarh",181.176.223.227,Log Data,Alert Data,Firewall,Mozilla,Windows,2021,10,19,18,40,6,1
21104,2022-11-07 18:28:37,172.130.143.128,21.144.212.213,4475,2607,UDP,1373,Control,FTP,"Nobis molestias voluptatibus dolor explicabo. Nemo animi recusandae ipsam.
Excepturi dolore sunt deleniti officia qui voluptas libero. Repellendus illo debitis.",IoC Detected,90.53,no,Intrusion,Known Pattern B,Blocked,High,Hrishita Som,Segment C,"Nangloi Jat, Madhya Pradesh",No proxy,No Data,No Data,Server,Opera,Linux,2022,11,7,18,28,37,0
21105,2021-01-26 15:52:31,205.200.238.21,178.63.165.87,20416,2967,ICMP,1141,Data,HTTP,Cupiditate fugit ex nostrum sunt doloremque. Reiciendis asperiores exercitationem est aperiam ratione provident.,IoC Detected,48.07,no,Intrusion,Known Pattern B,Ignored,Low,Manikya Bhatnagar,Segment A,"Raiganj, Goa",No proxy,Log Data,No Data,Firewall,Opera,Windows,2021,1,26,15,52,31,1
21106,2023-08-17 14:44:28,168.238.39.235,149.234.10.175,24113,25281,ICMP,190,Control,HTTP,Numquam tempora aliquid voluptas optio similique dignissimos. Adipisci deleniti vero totam temporibus sint nobis.,IoC Detected,91.23,no,DDoS,Known Pattern A,Blocked,Medium,Jayant Dora,Segment C,"Tiruvottiyur, Uttarakhand",122.242.93.27,No Data,Alert Data,Server,Mozilla,Linux,2023,8,17,14,44,28,3
21107,2022-08-05 19:23:33,64.137.206.242,118.141.237.241,59079,60006,UDP,1423,Control,FTP,Corrupti eos distinctio facilis dicta debitis. Sapiente eos nobis. Quaerat nostrum sunt sed vitae error.,IoC Detected,49.03,yes,Intrusion,Known Pattern A,Blocked,Medium,Jivin Dua,Segment A,"Durgapur, Uttarakhand",93.154.186.241,Log Data,No Data,Firewall,Mozilla,Windows,2022,8,5,19,23,33,4
21108,2020-02-04 06:06:16,215.234.189.36,223.206.214.162,20844,39606,TCP,1212,Control,FTP,Voluptate aliquam error maxime nulla. Omnis iure ad natus maxime sapiente. Consectetur perferendis eveniet itaque commodi tenetur.,No Detection,97.11,yes,Malware,Known Pattern B,Blocked,Medium,Tara Rastogi,Segment A,"Akola, Uttar Pradesh",213.199.52.237,Log Data,Alert Data,Server,Mozilla,Windows,2020,2,4,6,6,16,1
21109,2022-08-04 21:30:12,206.73.153.50,202.170.141.44,53280,62426,TCP,814,Control,DNS,"Aperiam nobis eveniet similique quod. Perferendis quae adipisci.
Voluptate autem a velit voluptas sint. A ut laudantium excepturi quisquam.",IoC Detected,55.55,no,DDoS,Known Pattern B,Ignored,Medium,Umang Subramaniam,Segment C,"Pallavaram, Manipur",No proxy,No Data,No Data,Firewall,Mozilla,Macintosh,2022,8,4,21,30,12,3
21110,2020-11-01 05:58:28,70.248.90.77,2.48.9.4,12680,21661,TCP,1306,Control,DNS,"Dicta quidem reiciendis.
Id molestiae sunt aspernatur error voluptatem aliquam. Distinctio enim eveniet ducimus. Ex nobis placeat fugit consectetur.",No Detection,23.42,yes,Malware,Known Pattern B,Blocked,High,Seher Arora,Segment C,"Bidar, Chhattisgarh",No proxy,Log Data,No Data,Firewall,Mozilla,Macintosh,2020,11,1,5,58,28,6
21111,2020-10-10 06:05:43,160.63.186.208,128.141.102.44,63500,42921,UDP,1477,Control,HTTP,"Ex perspiciatis magni pariatur. Quia deserunt cupiditate quisquam.
A laudantium quidem omnis aliquid magnam. Quam in sint ea neque.",No Detection,84.56,no,Intrusion,Known Pattern A,Logged,High,Priyansh Dayal,Segment B,"Chandigarh, Nagaland",40.26.137.6,No Data,Alert Data,Server,Mozilla,iPad,2020,10,10,6,5,43,5
21112,2023-09-23 10:03:36,116.145.194.63,28.68.210.64,20972,32007,UDP,389,Data,HTTP,Sequi quidem dolorem. Aspernatur ad asperiores assumenda soluta veniam ab. Beatae unde natus tenetur consectetur alias.,IoC Detected,22.85,no,DDoS,Known Pattern B,Ignored,Low,Inaaya  Ratti,Segment B,"Chandrapur, Tamil Nadu",47.189.151.171,No Data,No Data,Firewall,Mozilla,Windows,2023,9,23,10,3,36,5
21113,2021-01-02 09:43:53,16.68.46.102,13.154.35.49,5051,5485,ICMP,259,Data,DNS,Dolorem ad eaque praesentium. Molestiae expedita magni dignissimos expedita explicabo iste. Quae officiis impedit aliquam.,IoC Detected,18.41,yes,Intrusion,Known Pattern A,Blocked,Low,Jhanvi Bhargava,Segment A,"Karaikudi, Mizoram",50.44.253.89,No Data,Alert Data,Server,Mozilla,Windows,2021,1,2,9,43,53,5
21114,2020-01-10 10:52:11,126.159.149.60,31.104.79.214,29404,25428,ICMP,860,Data,DNS,"Vel enim libero. Dolores iure vero commodi esse.
Hic nihil qui ab at. At nihil optio consectetur nam magni. Dolor illum consequatur sunt.",No Detection,57.51,yes,Intrusion,Known Pattern A,Ignored,Medium,Chirag Subramanian,Segment C,"Katihar, Telangana",68.4.235.103,No Data,No Data,Firewall,Opera,Linux,2020,1,10,10,52,11,4
21115,2020-08-19 11:36:19,219.114.213.50,123.147.247.233,59642,19359,ICMP,760,Control,DNS,"Officiis impedit repudiandae natus ut temporibus. Maiores earum cupiditate magni.
Non nesciunt recusandae vitae repudiandae perferendis. Quidem debitis veniam repellat.",No Detection,11.85,no,DDoS,Known Pattern B,Blocked,Medium,Lakshay Walia,Segment A,"Shimoga, Kerala",No proxy,No Data,Alert Data,Firewall,Mozilla,Windows,2020,8,19,11,36,19,2
21116,2020-04-18 08:18:15,51.32.213.136,100.182.164.230,34409,37793,TCP,435,Control,HTTP,Neque eius perspiciatis nemo maxime necessitatibus possimus aperiam. Aspernatur facere sequi similique officia provident. Dolore ipsam distinctio hic illo.,IoC Detected,11.89,no,DDoS,Known Pattern A,Ignored,High,Shalv Krishnamurthy,Segment A,"Haridwar, Odisha",198.42.140.169,No Data,Alert Data,Firewall,Mozilla,Windows,2020,4,18,8,18,15,5
21117,2022-08-07 21:30:45,170.206.16.173,22.109.134.46,53255,30621,TCP,468,Data,FTP,Non ullam sit quasi ullam nihil reprehenderit. Necessitatibus modi quisquam velit voluptates corrupti.,IoC Detected,15.83,no,Intrusion,Known Pattern B,Logged,Medium,Dhruv Sem,Segment B,"Madhyamgram, West Bengal",28.228.190.139,Log Data,No Data,Server,Mozilla,Macintosh,2022,8,7,21,30,45,6
21118,2022-04-28 00:07:00,69.80.153.251,212.175.65.211,20031,30476,TCP,821,Data,FTP,Dolores voluptate sint consequuntur cumque. Recusandae voluptate rem beatae. Mollitia rerum aperiam consectetur quod unde.,IoC Detected,28.67,yes,DDoS,Known Pattern A,Ignored,High,Misha Tara,Segment C,"Phagwara, Mizoram",183.39.2.21,Log Data,Alert Data,Server,Mozilla,iPhone,2022,4,28,0,7,0,3
21119,2020-05-08 01:27:55,71.184.140.255,9.67.102.29,43725,37875,TCP,351,Data,DNS,Ex labore possimus. Odio blanditiis exercitationem quaerat earum.,IoC Detected,53.58,yes,Malware,Known Pattern A,Logged,Low,Tiya Jayaraman,Segment C,"Dehradun, Mizoram",No proxy,Log Data,Alert Data,Firewall,Mozilla,Windows,2020,5,8,1,27,55,4
21120,2022-03-11 18:10:34,152.47.25.181,51.98.117.41,50990,61396,ICMP,354,Data,HTTP,"Velit fugiat dolorum non occaecati deserunt expedita neque. Aliquam quo odit ipsam quia odio odio.
Modi iure suscipit molestias fuga. Ipsum voluptate ab. Id dolorem quos culpa laboriosam.",IoC Detected,97.51,yes,Malware,Known Pattern B,Blocked,Medium,Renee Lala,Segment B,"Guntur, Sikkim",No proxy,No Data,Alert Data,Server,Mozilla,Windows,2022,3,11,18,10,34,4
21121,2021-08-26 21:07:06,90.81.199.28,161.141.6.160,30349,36486,UDP,865,Control,FTP,"Ipsam iste occaecati optio. Eligendi ipsa soluta quam eum. Eos asperiores adipisci.
Expedita laboriosam fuga voluptate in ad rem. Neque debitis magnam quasi reiciendis.",IoC Detected,23.68,no,DDoS,Known Pattern B,Ignored,Medium,Ivana Iyer,Segment B,"Bilaspur, Chhattisgarh",No proxy,No Data,Alert Data,Server,Mozilla,Windows,2021,8,26,21,7,6,3
21122,2020-11-11 16:04:30,106.131.170.76,103.56.72.36,16591,20958,TCP,699,Data,HTTP,"Natus reiciendis ad necessitatibus dolore cum. Doloremque consectetur officia necessitatibus doloremque.
Dignissimos beatae sunt. Optio voluptatem ea debitis itaque.",No Detection,13.88,yes,Malware,Known Pattern A,Ignored,Low,Akarsh Khanna,Segment B,"Ichalkaranji, Manipur",151.3.181.99,No Data,Alert Data,Firewall,Opera,Windows,2020,11,11,16,4,30,2
21123,2021-05-03 03:54:25,36.234.198.213,113.132.251.210,53703,36361,UDP,1187,Data,HTTP,"Expedita consequuntur corporis nemo nobis quia eveniet. Illo distinctio optio eaque.
Eum deleniti aperiam illum. Blanditiis eos recusandae eum animi. Quia error sed minus.",No Detection,59.22,no,Malware,Known Pattern B,Blocked,High,Krish Rajan,Segment A,"Malda, Manipur",172.93.170.10,No Data,No Data,Firewall,Mozilla,iPod,2021,5,3,3,54,25,0
21124,2023-01-31 03:59:32,154.90.11.32,111.236.105.12,36039,61496,TCP,933,Control,DNS,Voluptatem accusantium sit odit. Temporibus perferendis beatae repellendus deleniti quisquam cumque mollitia. Quisquam illum consequuntur consectetur saepe culpa.,IoC Detected,51.94,no,Intrusion,Known Pattern B,Blocked,Medium,Kavya Dugar,Segment C,"Mau, Punjab",No proxy,No Data,No Data,Firewall,Mozilla,Android,2023,1,31,3,59,32,1
21125,2023-02-11 02:14:56,130.23.225.10,151.246.252.37,44391,45270,ICMP,969,Data,FTP,"Tempore delectus rerum nisi nemo. Quas illo atque quae facilis. Mollitia explicabo id deleniti eos distinctio qui.
Maiores sequi beatae sapiente unde. Dolore maiores molestiae voluptatum.",IoC Detected,1.29,no,Intrusion,Known Pattern B,Ignored,Medium,Advik Shankar,Segment B,"Korba, Rajasthan",No proxy,Log Data,No Data,Server,Mozilla,Windows,2023,2,11,2,14,56,5
